Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
191224,Memorias de una geisha,Arthur Golden,"Golden, Arthur",,307275302,9.78031E+12,0,4.14,Punto de Lectura,Mass Market Paperback,654,2005,1997,,10/16/2020,to-read,to-read (#28),to-read,,,,0,0
16158493,The First 20 Hours: How to Learn Anything...Fast,Josh Kaufman,"Kaufman, Josh",,1591845556,9.78159E+12,2,3.47,Portfolio,Hardcover,288,2013,2013,,10/15/2020,bussiness-self-development,bussiness-self-development (#17),read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,307346609,9.78031E+12,2,4.01,Crown,Hardcover,342,2006,2006,10/11/2020,9/21/2020,,,read,,,,1,0
12969140,Persona normal,Benito Taibo,"Taibo, Benito",,6070708989,9.78607E+12,0,4.41,Destino,Paperback,216,2011,2011,,10/10/2020,to-read,to-read (#27),to-read,,,,0,0
72029,La historia interminable,Michael Ende,"Ende, Michael",Miguel Sáenz,8422614685,9.78842E+12,0,4.18,Círculo de Lectores,Hardcover,400,1983,1979,,10/10/2020,to-read,to-read (#26),to-read,,,,0,0
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,1594488843,9.78159E+12,3,3.95,Riverhead Books,Hardcover,242,2009,2009,,7/1/2020,bussiness-self-development,bussiness-self-development (#16),read,,,,1,0
12331767,High-Rise,J.G. Ballard,"Ballard, J.G.",,871404028,9.78087E+12,0,3.61,Liveright,Paperback,208,2012,1975,,9/27/2020,to-read,to-read (#25),to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","David Chandler, Микола Климчук",,,3,3.95,Random House ,Hardcover,366,2007,2007,,6/21/2020,bussiness-self-development,bussiness-self-development (#15),read,,,,1,0
48463,The Weather Makers: How Man Is Changing the Climate and What It Means for Life on Earth,Tim Flannery,"Flannery, Tim",,871139359,9.78087E+12,0,3.91,Atlantic Monthly Press,Hardcover,384,2006,2001,,9/25/2020,to-read,to-read (#24),to-read,,,,0,0
184834,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,974872407,9.78097E+12,0,4.29,Planeta Publishing,Paperback,478,2006,2001,,9/19/2020,to-read,to-read (#23),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,393341763,9.78039E+12,0,4,W. W. Norton & Company,Paperback,240,2019,1962,,9/19/2020,to-read,to-read (#22),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,0,4.11,Random House: Modern Library,Paperback,272,2004,1890,,9/19/2020,to-read,to-read (#21),to-read,,,,0,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane","Mattias Ripa, Blake Ferris, Anjali Singh",375714839,9.78038E+12,5,4.38,Pantheon Books,Paperback,341,2007,2003,9/19/2020,9/14/2020,graphic-novels,graphic-novels (#12),read,,,,1,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,006441034X,9.78006E+12,0,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,9/19/2020,to-read,to-read (#20),to-read,,,,0,0
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,031286504X,9.78031E+12,3,4,Orb Books,Paperback,317,1997,1954,9/12/2020,9/7/2020,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,316478520,9.78032E+12,2,4.02,"Little, Brown and Company",Hardcover,388,2019,2019,,7/1/2020,bussiness-self-development,bussiness-self-development (#14),read,,,,1,0
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,787960756,9.78079E+12,4,4.09,Jossey-Bass,Hardcover,227,2002,2002,,7/1/2020,bussiness-self-development,bussiness-self-development (#13),read,,,,1,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,553288202,9.78055E+12,3,4.22,Spectra Books,Mass Market Paperback,517,1995,1990,8/28/2020,8/9/2020,,,read,,,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,,,0,3.92,Ace,Paperback,525,1991,1961,,8/25/2020,to-read,to-read (#19),to-read,,,,0,0
71565,El nombre de la rosa,Umberto Eco,"Eco, Umberto",Ricardo Pochtar,9872060959,9.78987E+12,0,4.13,Debolsillo,Paperback,493,2003,1980,,8/24/2020,to-read,to-read (#18),to-read,,,,0,0
59186,La metamorfosis,Franz Kafka,"Kafka, Franz",,9871165072,9.78987E+12,0,3.84,Agebe,Paperback,125,2004,1915,,8/24/2020,to-read,to-read (#17),to-read,,,,0,0
12841536,Una partida de ajedrez,Stefan Zweig,"Zweig, Stefan",,8423905411,9.78842E+12,0,4.28,S.L.U. Espasa Libros,,142,,1943,,8/24/2020,to-read,to-read (#16),to-read,,,,0,0
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,1577314808,9.78158E+12,2,4.15,New World Library,Paperback,229,2004,1997,,7/1/2020,bussiness-self-development,bussiness-self-development (#12),read,,,,1,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,055380491X,9.78055E+12,2,4.03,Bantam,Hardcover,384,2006,1995,,7/1/2020,bussiness-self-development,bussiness-self-development (#11),read,,,,1,0
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"Sincero, Jen",,762447699,9.78076E+12,3,3.95,Running Press Adult,Paperback,256,2013,2013,,7/1/2020,bussiness-self-development,bussiness-self-development (#10),read,,,,1,0
82861,"Safe Area Goražde: The War in Eastern Bosnia, 1992-1995",Joe Sacco,"Sacco, Joe",Christopher Hitchens,,,3,4.27,Fantagraphics Books,Paperback,240,2001,2000,8/9/2020,8/5/2020,graphic-novels,graphic-novels (#11),read,,,,1,0
13187824,Abundance: The Future Is Better Than You Think,Peter H. Diamandis,"Diamandis, Peter H.",Steven Kotler,1451614217,9.78145E+12,3,4.06,Free Press,Hardcover,400,2012,2012,,6/21/2020,bussiness-self-development,bussiness-self-development (#9),read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan","Gary Ruddell, Gaetano Luigi Staffilano",553283685,9.78055E+12,4,4.25,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,8/4/2020,7/22/2020,,,read,,,,1,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,,,0,4.09,Ballantine Books,Kindle Edition,258,2008,1968,,8/4/2020,to-read,to-read (#15),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,385732554,9.78039E+12,0,4.13,Ember,Paperback,208,2006,1993,,7/31/2020,to-read,to-read (#14),to-read,,,,0,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",,,0,3.9,Signet Classics,Paperback,118,2002,1895,,7/31/2020,to-read,to-read (#13),to-read,,,,0,0
154798,Superman: Red Son,Mark Millar,"Millar, Mark","Kilian Plunkett, Andrew C. Robinson, Walden Wong, Dave   Johnson, Paul Mounts, Ken Lopez",1401201911,9.7814E+12,4,4.17,DC Comics,Paperback,160,2004,2003,7/22/2020,7/20/2020,graphic-novels,graphic-novels (#10),read,,,,1,0
873809,"Chapter House: Dune (Dune Chronicles, #6)",Frank Herbert,"Herbert, Frank",,450058867,9.78045E+12,3,3.91,New English Library,Mass Market Paperback,480,1986,1985,7/19/2020,7/3/2020,,,read,,,,1,0
3299,De amor y de sombra,Isabel Allende,"Allende, Isabel",,006095129X,9.78006E+12,0,3.98,Rayo,Paperback,268,2002,1982,,7/12/2020,to-read,to-read (#11),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,,3,3.91,Harper,Paperback,212,2016,2016,,6/21/2020,bussiness-self-development,bussiness-self-development (#8),read,,,,1,0
29911924,Eat That Frog!: Get More of the Important Things Done - Today!,Brian Tracy,"Tracy, Brian",,,,3,3.87,Hodder & Stoughton,Kindle Edition,144,2016,2001,,6/21/2020,bussiness-self-development,bussiness-self-development (#7),read,,,,1,0
2249196,"All-Star Superman, Vol. 2",Grant Morrison,"Morrison, Grant",Frank Quitely,1401218377,9.7814E+12,3,4.33,DC Comics,Hardcover,154,2009,2009,7/3/2020,7/1/2020,graphic-novels,graphic-novels (#9),read,,,,1,0
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,393318486,9.78039E+12,0,3.99,W. W. Norton  Company,Paperback,660,1999,1997,,7/1/2020,to-read,to-read (#10),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,316017922,9.78032E+12,0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,7/1/2020,to-read,to-read (#9),to-read,,,,0,0
96358,Batman: The Killing Joke,Alan Moore,"Moore, Alan","Brian Bolland, Tim Sale",930289455,9.78093E+12,3,4.37,DC Comics,Paperback,50,1995,1988,,4/27/2020,graphic-novels,graphic-novels (#8),read,,,,1,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,884271781,9.78088E+12,5,4.07,North River Press,Paperback,384,2004,1984,,4/23/2020,bussiness-self-development,bussiness-self-development (#6),read,,,,1,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,1591842808,9.78159E+12,4,4.1,Portfolio,Hardcover,256,2009,2009,,4/23/2020,bussiness-self-development,bussiness-self-development (#5),read,,,,1,0
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford",988262592,9.78099E+12,5,4.27,IT Revolution Press,Hardcover,345,2013,2013,,4/23/2020,bussiness-self-development,bussiness-self-development (#4),read,,,,1,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins",930289234,9.78093E+12,3,4.37,DC Comics,Paperback,416,2005,1987,,4/23/2020,graphic-novels,graphic-novels (#7),read,,,,1,0
19030845,Batman: The Dark Knight Returns #1,Frank Miller,"Miller, Frank",John Lysmand,,,3,4.27,DC,Kindle Edition,50,2019,1986,,4/23/2020,graphic-novels,graphic-novels (#6),read,,,,1,0
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,1401207928,9.7814E+12,4,4.26,Vertigo,Hardcover,296,2005,1990,,4/23/2020,graphic-novels,graphic-novels (#5),read,,,,1,0
93335,Absolute Kingdom Come,Mark Waid,"Waid, Mark",Alex Ross,1401207685,9.7814E+12,4,4.26,DC Comics,Hardcover,340,2012,1996,5/13/2020,5/12/2020,graphic-novels,graphic-novels (#4),read,,,,1,0
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,394541553,9.78039E+12,4,4.37,Pantheon Books,Hardcover,159,1991,1986,6/1/2020,5/28/2020,graphic-novels,graphic-novels (#3),read,,,,1,0
15197,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,"Spiegelman, Art",,679729771,9.78068E+12,5,4.39,Pantheon Books,Paperback,144,1992,1991,6/6/2020,6/1/2020,graphic-novels,graphic-novels (#2),read,,,,1,0
8112865,No Excuses!: The Power of Self-Discipline,Brian Tracy,"Tracy, Brian",,1593155824,9.78159E+12,3,4.01,Carroll & Graf,Paperback,304,2010,2010,,6/8/2020,bussiness-self-development,bussiness-self-development (#3),read,,,,1,0
15756830,The Five Elements of Effective Thinking,Edward B. Burger,"Burger, Edward B.",Michael Starbird,9780691156,,3,4,Princeton University Press,Hardcover,136,2012,2012,,6/13/2020,bussiness-self-development,bussiness-self-development (#2),read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,006124189X,9.78006E+12,3,4.2,Harper Business,Paperback,320,2006,1984,,6/21/2020,bussiness-self-development,bussiness-self-development (#1),read,,,,1,0
22369,"All-Star Superman, Vol. 1",Grant Morrison,"Morrison, Grant",Frank Quitely,1401209149,9.7814E+12,4,4.09,DC Comics,Hardcover,160,2007,2007,7/1/2020,6/28/2020,graphic-novels,graphic-novels (#1),read,,,,1,0
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,"Herbert, Frank",,441328008,9.78044E+12,3,3.88,Ace Books,Mass Market Paperback,471,1987,1984,6/28/2020,6/6/2020,,,read,,,,1,0
29219366,"El dios asesinado en el servicio de caballeros (Parabellum, #1)",Sergio Sánchez Morán,"Morán, Sergio Sánchez",,8415831862,9.78842E+12,0,3.84,Fantascy,Paperback,333,2016,2016,,6/24/2020,to-read,to-read (#8),to-read,,,,0,0
39286958,Measure What Matters,John E. Doerr,"Doerr, John E.",,,,0,4,Penguin,Kindle Edition,320,2018,2017,,6/21/2020,to-read,to-read (#7),to-read,,,,0,0
31869155,The Captain Class: The Hidden Force that Creates the World's Greatest Teams,Sam  Walker,"Walker, Sam",,812997190,9.78081E+12,0,4.02,Random House,Hardcover,352,2017,2016,,6/6/2020,to-read,to-read (#6),to-read,,,,0,0
42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,"Herbert, Frank",,575075066,9.78058E+12,3,3.87,Victor Gollancz,Paperback,454,2003,1981,5/28/2020,5/13/2020,,,read,,,,1,0
112,Children of Dune (Dune Chronicles #3),Frank Herbert,"Herbert, Frank",,,,3,3.95,Ace Books,Mass Market Paperback,408,1987,1976,5/12/2020,5/1/2020,,,read,,,,1,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,679740678,9.78068E+12,0,3.61,Vintage,Paperback,259,1992,1962,,4/28/2020,to-read,to-read (#5),to-read,,,,0,0
51606,Johnny Got His Gun,Dalton Trumbo,"Trumbo, Dalton",,806512814,9.78081E+12,0,4.19,Citadel,Paperback,309,2000,1939,,4/27/2020,to-read,to-read (#4),to-read,,,,0,0
607639,The Beach,Alex Garland,"Garland, Alex",Michael Page,1573226521,9.78157E+12,0,3.96,Riverhead Books,Paperback,436,1998,1996,,4/27/2020,to-read,to-read (#3),to-read,,,,0,0
106,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,441172695,9.78044E+12,3,3.89,Ace Books,Mass Market Paperback,331,1987,1969,,4/27/2020,,,read,,,,1,0
68333,"Beggars in Spain (Sleepless, #1)",Nancy Kress,"Kress, Nancy",,60733489,9.78006E+12,0,3.93,Harper Voyager,Paperback,400,2004,1993,,4/25/2020,to-read,to-read (#2),to-read,,,,0,0
49392,"El psicoanalista (El psicoanalista, #1)",John Katzenbach,"Katzenbach, John",Laura Paredes,8496546489,9.7885E+12,3,4.12,Ediciones B,Paperback,528,2006,2002,,4/25/2020,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,140283331,9.78014E+12,3,3.69,Penguin Books ,Paperback,182,1999,1954,,4/25/2020,,,read,,,,1,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,1416914285,9.78142E+12,3,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,4/24/2020,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,4,4.39,Alfred A. Knopf,Hardcover,552,2006,2006,,4/23/2020,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,307265439,9.78031E+12,3,3.98,Alfred A. Knopf,Hardcover,241,2006,2006,,4/23/2020,,,read,,,,1,0
29556103,El príncipe,Niccolò Machiavelli,"Machiavelli, Niccolò",Nicolás Maquiavelo,,,4,3.83,Book&You,Kindle Edition,132,2016,1513,,4/23/2020,,,read,,,,1,0
1848856,La Gesta del Marrano,Marcos Aguinis,"Aguinis, Marcos",,,,4,4.2,Planeta,Paperback,536,2003,1991,,4/23/2020,,,read,,,,1,0
54984,"La catedral del mar (La catedral del mar, #1)",Ildefonso Falcones,"Falcones, Ildefonso",,,9.78843E+12,4,4.14,Grijalbo,Hardcover,672,2006,2006,,4/23/2020,,,read,,,,1,0
11336485,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",Joan Josep Mussarra Roca,8448039807,9.78845E+12,0,4,Timun mas,Paperback,541,2009,2002,,4/23/2020,to-read,to-read (#1),to-read,,,,0,0
10614,Misery,Stephen King,"King, Stephen",,450417395,9.78045E+12,5,4.2,New English Library,Paperback,370,1988,1987,,4/23/2020,,,read,,,,1,0
11125,Digital Fortress,Dan Brown,"Brown, Dan",,,,3,3.68,Corgi books,Paperback,510,2004,1998,,4/23/2020,,,read,,,,1,0
67660,"La ciudad de las bestias (Las memorias del Águila y el Jaguar, #1)",Isabel Allende,"Allende, Isabel",,9875660140,9.78988E+12,2,3.73,Debolsillo,Paperback,295,2005,2002,,4/23/2020,,,read,,,,1,0
845333,"The Gaucho Martín Fierro (Martín Fierro, #1)",José Hernández,"Hernández, José","Frank G. Carrino, Alberto J. Carlos, Norman Mangouni",873952847,9.78087E+12,5,3.79,State University of New York Press,Paperback,99,1974,1872,,4/23/2020,,,read,,,,1,0
8446189,"La vuelta de Martín Fierro (Martín Fierro, #2)",José Hernández,"Hernández, José",,,,5,3.49,,Kindle Edition,,,1879,,4/23/2020,,,read,,,,1,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,393327345,9.78039E+12,5,4.19,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,4/23/2020,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,4,4.33,Riverhead Books,Paperback,371,2004,2003,,4/23/2020,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,439023483,9.78044E+12,4,4.32,Scholastic Press,Hardcover,374,2008,2008,,4/23/2020,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,4,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,4/23/2020,,,read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,141439602,9.78014E+12,1,3.86,Penguin Books,Paperback,489,2003,1859,,4/23/2020,,,read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,385339704,9.78039E+12,4,4.04,Delta,Paperback,400,2006,1992,,4/23/2020,,,read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,553381695,9.78055E+12,3,4.41,Bantam,Paperback,969,2002,1998,,4/23/2020,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,553588486,9.78055E+12,4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,4/23/2020,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,,,5,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,4/23/2020,,,read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,,,4,4.3,Oxford University Press,Paperback,389,1998,1892,,4/23/2020,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Lígia Junqueira, Mark Hallaq",,,3,4.13,Signet,Mass Market Paperback,256,2001,1901,,4/23/2020,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,142000671,9.78014E+12,2,3.88,Penguin Books,Paperback,112,2002,1937,,4/23/2020,,,read,,,,1,0
597790,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan       Lee",7246226,9.78001E+12,2,4,HarperCollins,Hardcover,315,2007,2007,,4/23/2020,,,read,,,,1,0
32827,"From the Earth to the Moon (Extraordinary Voyages, #4)",Jules Verne,"Verne, Jules",,1598184547,9.7816E+12,4,3.77,Aegypan,Paperback,136,2006,1865,,4/23/2020,,,read,,,,1,0
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules",,553213970,9.78055E+12,4,3.86,Bantam,Paperback,240,2006,1864,,4/23/2020,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,,,4,3.97,Harper Press,Paperback,273,2005,-500,,4/23/2020,,,read,,,,1,0
6656,The Divine Comedy,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli",679433139,9.78068E+12,4,4.07,Everyman's Library,Hardcover,798,1995,1320,,4/23/2020,,,read,,,,1,0
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,1484724917,9.78142E+12,4,4.43,Disney-Hyperion Books,Hardcover,516,2014,2014,,4/23/2020,,,read,,,,1,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,142311339X,9.78142E+12,4,4.32,Disney-Hyperion Books,Hardcover,553,2010,2010,,4/23/2020,,,read,,,,1,0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,1423140591,9.78142E+12,4,4.42,Disney-Hyperion Books,Hardcover,521,2011,2011,,4/23/2020,,,read,,,,1,0
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,1423146727,9.78142E+12,5,4.55,Disney-Hyperion Books,Hardcover,597,2013,2013,,4/23/2020,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9.78142E+12,4,4.46,Disney-Hyperion Books,Hardcover,586,2012,2012,,4/23/2020,,,read,,,,1,0
