Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,316440884,9.78032E+12,0,4.11,Orbit,Paperback,560,2018,2017,,12/26/2021,to-read,to-read (#56),to-read,,,,0,0
17465493,The Numbers Game: Why Everything You Know About Soccer Is Wrong,Chris  Anderson,"Anderson, Chris",David Sally,143124560,9.78014E+12,0,3.72,Penguin Books,Paperback,400,2013,2013,,12/26/2021,to-read,to-read (#55),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,038560310X,9.78039E+12,3,4.09,Random House,Paperback,710,2000,2000,12/21/2021,12/9/2021,,,read,,,,1,0
13658,"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",Samuel Roukin,044101125X,9.78044E+12,3,4.17,Ace Books,Paperback,211,2003,2001,12/13/2021,12/5/2021,,,read,,,,1,0
36099978,"Season of Storms (The Witcher, #0)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,,9.78032E+12,3,3.96,Orbit,Hardcover,419,2018,2013,12/8/2021,12/2/2021,,,read,,,,1,0
13659,"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,441011241,9.78044E+12,3,4.07,Ace,Paperback,280,2003,2001,12/3/2021,11/20/2021,,,read,,,,1,0
31933977,"Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,,,3,4.12,Orbit,Paperback,531,2017,1999,11/30/2021,11/26/2021,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,1473211565,9.78147E+12,3,4.23,Gollancz,Paperback,448,2016,1997,11/21/2021,11/14/2021,,,read,,,,1,0
13661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,1416509631,9.78142E+12,3,4,Pocket Books,Paperback,281,2004,1990,11/14/2021,11/6/2021,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,316219185,9.78032E+12,2,4.26,Orbit,Paperback,349,2014,1996,11/12/2021,11/5/2021,,,read,,,,1,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,316219134,9.78032E+12,3,4.17,Orbit,Paperback,331,2013,1995,11/5/2021,10/30/2021,,,read,,,,1,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,031602919X,9.78032E+12,3,4.1,Hachette Book Group,Mass Market Paperback,398,2009,1994,10/30/2021,10/25/2021,,,read,,,,1,0
25454056,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David A French,,,4,4.28,Orbit,Kindle Edition,384,2015,1992,10/25/2021,10/20/2021,,,read,,,,1,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,,,3,4.14,Orbit,Kindle Edition,400,2008,1993,10/19/2021,10/13/2021,,,read,,,,1,0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam",,226763749,9.78023E+12,0,3.88,University Of Chicago Press,Paperback,1076,1977,1776,10/16/2021,12/30/2020,bussiness-self-development,bussiness-self-development (#28),read,,,,1,0
838729,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,345240340,9.78035E+12,3,4.55,Ballantine Books,Mass Market Paperback,385,1974,1955,10/4/2021,9/22/2021,,,read,,,,1,0
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le","Françoise Maillet, Michel Lee Landa",141650964X,9.78142E+12,3,4.12,Gallery Books,Paperback,259,2004,1972,10/3/2021,9/26/2021,,,read,,,,1,0
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins,"Collins, James C.",Jerry I. Porras,60566108,9.78006E+12,3,4.04,Harper Business,Hardcover,368,2004,1994,9/26/2021,3/2/2021,bussiness-self-development,bussiness-self-development (#27),read,,,,1,0
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,"Morrison, Grant",Dave McKean,1401204252,9.7814E+12,3,4.1,DC Comics,Paperback,216,2005,1989,9/15/2021,9/15/2021,graphic-novels,graphic-novels (#25),read,,,,1,0
22812023,The Angel of Elhamburg,Aki,"Aki, Aki",,316340464,9.78032E+12,2,3.38,Yen Press,Hardcover,160,2015,2013,9/14/2021,9/13/2021,manga,manga (#9),read,,,,1,0
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,765326388,9.78077E+12,3,4.61,Tor Books,Hardcover,1232,2020,2020,9/12/2021,8/29/2021,,,read,,,,1,0
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",Margot Paronis,689845367,9.78069E+12,3,4.11,Gallery / Saga Press,Mass Market Paperback,180,2001,1970,8/27/2021,8/22/2021,,,read,,,,1,0
39298848,"White Sand, Volume 3 (White Sand, #3)",Brandon Sanderson,"Sanderson, Brandon","Rik Hoskin, Fritz Casas",,,2,3.67, Dynamite Entertainment,Hardcover,160,2019,2019,8/26/2021,8/25/2021,graphic-novels,graphic-novels (#24),read,,,,1,0
33551363,"White Sand, Volume 2 (White Sand, #2)",Brandon Sanderson,"Sanderson, Brandon","Rik Hoskin, Julius Gopez",152410342X,9.78152E+12,2,3.54,Dynamite Entertainment,Hardcover,160,2018,2018,8/25/2021,8/23/2021,graphic-novels,graphic-novels (#23),read,,,,1,0
8868764,White Sand,Brandon Sanderson,"Sanderson, Brandon",,,,3,4.13,Brandon Sanderson,ebook,995,,,8/22/2021,8/22/2021,,,read,,,,1,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,553383043,9.78055E+12,4,4.01,,Paperback,183,2004,1968,8/21/2021,8/14/2021,,,read,,,,1,0
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,62390856,9.78006E+12,3,3.91,Dey Street Books,Hardcover,338,2017,2017,8/14/2021,7/19/2021,bussiness-self-development,bussiness-self-development (#26),read,,,,1,0
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,756410436,9.78076E+12,0,3.89,DAW Books,Hardcover,159,2014,2014,,8/10/2021,to-read,to-read (#54),to-read,,,,0,0
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,765391163,9.78077E+12,3,4.5,Tor Books,Hardcover,672,2016,2016,7/28/2021,7/28/2021,,,read,,,,1,0
28862254,"White Sand, Volume 1 (White Sand, #1)",Brandon Sanderson,"Sanderson, Brandon","Rik Hoskin, Julius Gopez",1606908855,9.78161E+12,3,3.63,Dynamic Forces,Hardcover,160,2016,2016,7/28/2021,7/25/2021,graphic-novels,graphic-novels (#22),read,,,,1,0
776175,Tekkon Kinkreet: Black and White,Taiyo Matsumoto,"Matsumoto, Taiyo","Lillian Olsen, R. Suter, Elisabeth Kawasaki",1421518678,9.78142E+12,2,4.36,VIZ Media ,Paperback,622,2007,2006,7/24/2021,7/19/2021,manga,manga (#8),read,,,,1,0
34268,Peter Pan,J.M. Barrie,"Barrie, J.M.",Michael Hague,805072454,9.78081E+12,2,4.04,Henry Holt and Co.,Hardcover,176,2003,1911,7/19/2021,7/14/2021,,,read,,,,1,0
17837762,Uzumaki,Junji Ito,"Ito, Junji",Yuji Oniki,1421561328,9.78142E+12,2,4.44,VIZ Media LLC,Hardcover,653,2013,2000,7/18/2021,7/13/2021,manga,manga (#7),read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,61234001,9.78006E+12,2,4,William Morrow,Hardcover,268,2006,2005,7/15/2021,6/21/2020,,,read,,,,1,0
54511226,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,,,3,4.51,Dragonsteel Entertainment,Kindle Edition,171,2020,2020,7/10/2021,7/4/2021,,,read,,,,1,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,,,2,4.07,Ballantine Books,Kindle Edition,466,2012,1990,7/5/2021,6/23/2021,,,read,,,,1,0
23397921,Sixth of the Dusk (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,,,3,4.24,"Dragonsteel Entertainment, LLC",Kindle Edition,59,2014,2014,7/4/2021,7/3/2021,,,read,,,,1,0
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,,,3,4.19,Tor Books,,50,2013,2013,7/3/2021,7/3/2021,,,read,,,,1,0
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,,,4,4.38,"Dragonsteel Entertainment, LLC",Kindle Edition,160,2016,2016,7/2/2021,7/1/2021,,,read,,,,1,0
33357675,"Allomancer Jak and the Pits of Eltania (Mistborn, #4.5)",Brandon Sanderson,"Sanderson, Brandon",,,,2,3.51,,Paperback,40,2016,2014,7/1/2021,7/1/2021,,,read,,,,1,0
22823333,"The Eleventh Metal (Mistborn, #0.5)",Brandon Sanderson,"Sanderson, Brandon",,,,3,3.83,Crafty Games,ebook,21,2012,2012,7/1/2021,7/1/2021,,,read,,,,1,0
10852065,"The Hope of Elantris (Elantris, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,,,3,3.69,Brandon Sanderson,,25,2006,2006,7/1/2021,6/30/2021,,,read,,,,1,0
28149241,Conan: The Barbarian complete collection,Robert E. Howard,"Howard, Robert E.",,,,0,4.2,,Kindle Edition,939,2015,2016,,6/30/2021,to-read,to-read (#53),to-read,,,,0,0
13578175,The Emperor's Soul (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,1616960922,9.78162E+12,3,4.36,Tachyon Publications,Paperback,175,2012,2012,6/30/2021,6/30/2021,,,read,,,,1,0
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,,,3,4.42,Tor,Kindle Edition,448,2016,2016,6/29/2021,6/26/2021,,,read,,,,1,0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,765378558,9.78077E+12,3,4.29,Tor Books,Hardcover,383,2015,2015,6/26/2021,6/24/2021,,,read,,,,1,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,765330423,9.78077E+12,3,4.21,Tor Books,Hardcover,332,2011,2011,6/24/2021,6/21/2021,,,read,,,,1,0
6796708,Footnotes in Gaza,Joe Sacco,"Sacco, Joe",,805073477,9.78081E+12,3,4.32,Metropolitan Books,Hardcover,432,2009,2009,6/20/2021,6/12/2021,graphic-novels,graphic-novels (#21),read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,,,3,4.36,Lioncrest Publishing,Kindle Edition,366,2018,2018,6/20/2021,5/31/2021,bussiness-self-development,bussiness-self-development (#25),read,,,,1,0
6408520,All My Darling Daughters,Fumi Yoshinaga,"Yoshinaga, Fumi","John Werry, Evan Waldinger",1421532409,9.78142E+12,2,3.79,VIZ Media,Paperback,208,2010,2003,6/9/2021,6/8/2021,manga,manga (#6),read,,,,1,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,765350378,9.78077E+12,3,4.19,Tor Fantasy,Mass Market Paperback,622,2006,2005,6/6/2021,5/12/2021,,,read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,61020648,9.78006E+12,4,4.33,HarperTorch,Mass Market Paperback,376,2001,1989,5/29/2021,5/16/2021,,,read,,,,1,0
16144853,Leaders Eat Last,Simon Sinek,"Sinek, Simon",,1591845327,9.78159E+12,2,4.11,Portfolio,Hardcover,350,2014,2013,5/12/2021,5/7/2021,,,read,,,,1,0
1957453,Che,Spain Rodriguez,"Rodriguez, Spain","Sarah Seidman, Paul M. Buhle",1844671682,9.78184E+12,2,3.35,Verso,Paperback,106,2008,2008,5/11/2021,5/10/2021,,,read,,,,1,0
328091,The Voices of a Distant Star,Makoto Shinkai,"Shinkai, Makoto",Mizu Sahara,1598165291,9.7816E+12,3,3.98,Adult,Paperback,229,2006,2002,5/10/2021,5/9/2021,manga,manga (#5),read,,,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,076532637X,9.78077E+12,5,4.61,Tor Books,Hardcover,1248,2017,2017,5/8/2021,4/10/2021,,,read,,,,1,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,1250012570,9.78125E+12,2,3.97,St. Martin's Press,Hardcover,328,2013,2012,5/6/2021,10/21/2020,,,read,,,,1,0
52964332,"Blockchain: The Complete Guide to Uncovering Bitcoin, Cryptocurrency, Bitcoin Technology and the Future of Money (Blockchain Revolution Series Book 1)",Alan Wright,"Wright, Alan",Andrew          Johnson,,,2,2.86,,Kindle Edition,209,2019,,4/21/2021,4/18/2021,,,read,,,,1,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,552152978,9.78055E+12,3,4.31,Corgi,Paperback,400,2005,1992,4/12/2021,3/29/2021,,,read,,,,1,0
22545976,All You Need Is Kill,Ryōsuke Takeuchi,"Takeuchi, Ryōsuke","Takeshi Obata, Yoshitoshi Abe, Tetsuichiro Miyaki, Hiroshi Sakurazaka",1421576015,9.78142E+12,4,4.13,VIZ Media LLC,Paperback,425,2014,2014,4/10/2021,4/9/2021,manga,manga (#4),read,,,,1,0
6600626,Trotsky: A Graphic Biography,Rick Geary,"Geary, Rick",Andy Helfer,809095084,9.78081E+12,2,3.56,Hill and Wang,Hardcover,112,2009,2009,4/9/2021,4/8/2021,graphic-novels,graphic-novels (#20),read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,374275637,9.78037E+12,3,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,3/27/2021,7/1/2020,bussiness-self-development,bussiness-self-development (#24),read,,,,1,0
1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,4,4.3,Self-published,ebook,688,2009,2009,4/6/2021,3/14/2021,,,read,,,,1,0
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,0,4.24,Tor UK,Kindle Edition,353,2014,2013,,3/15/2021,to-read,to-read (#52),to-read,,,,0,0
13153400,"5 Centimeters per Second (5 Centimeters per Second, #1-2)",Yukiko Seike,"Seike, Yukiko","Makoto Shinkai, 清家雪子, Melissa Tanaka",1932234969,9.78193E+12,3,3.95,Vertical,Paperback,463,2012,2007,3/14/2021,3/13/2021,manga,manga (#3),read,,,,1,0
6435893,I Kill Giants,Joe Kelly,"Kelly, Joe",J.M. Ken Niimura,1607060922,9.78161E+12,3,4.15,Image Comics,Paperback,184,2009,2009,3/13/2021,3/13/2021,graphic-novels,graphic-novels (#19),read,,,,1,0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,1250166543,9.78125E+12,3,4.26,Tor Books,Hardcover,272,2017,2017,3/11/2021,3/7/2021,,,read,,,,1,0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,,,0,4.29,Spectra,Kindle Edition,752,2006,2006,,3/6/2021,to-read,to-read (#51),to-read,,,,0,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,765326361,9.78077E+12,4,4.75,Tor Books,Hardcover,1087,2014,2014,3/6/2021,2/14/2021,,,read,,,,1,0
40604754,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,,,0,4.15,Del Rey,Kindle Edition,434,2011,1991,,2/20/2021,to-read,to-read (#50),to-read,,,,0,0
62953,Ghost World,Daniel Clowes,"Clowes, Daniel",,1560974273,9.78156E+12,2,3.83,Fantagraphics,Paperback,80,2001,1998,2/13/2021,2/13/2021,graphic-novels,graphic-novels (#18),read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,61020680,9.78006E+12,3,4.23,Harpertorch,Mass Market Paperback,243,2001,1987,2/11/2021,2/6/2021,,,read,,,,1,0
3430763,"Solanin (Solanin, #1-2)",Inio Asano,"Asano, Inio",,1421523213,9.78142E+12,3,4.23,VIZ Media LLC,Paperback,432,2008,2006,2/9/2021,2/6/2021,manga,manga (#2),read,,,,1,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,575079797,9.78058E+12,0,4.19,Gollancz,Paperback,515,2007,2006,,2/9/2021,to-read,to-read (#49),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,765326353,9.78077E+12,4,4.65,Tor Books,Hardcover,1007,2010,2010,2/6/2021,1/11/2021,,,read,,,,1,0
54955062,"Critical Thinking: How to Effectively Reason, Understand Irrationality, and Make Better Decisions",Stuart A. Vyse,"Vyse, Stuart A.",,,,3,3.42,Learn25,Audible Audio,,,2019,2/5/2021,1/31/2021,bussiness-self-development,bussiness-self-development (#23),read,,,,1,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,2,4.23,Del Rey,Paperback,193,2007,1979,1/30/2021,1/7/2021,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,3,4.49,Henry Holt & Company,Hardcover,465,2015,2015,1/23/2021,9/19/2020,,,read,,,,1,0
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,014311526X,9.78014E+12,0,3.84,Penguin Books,Paperback,260,2009,2008,,1/20/2021,to-read,to-read (#48),to-read,,,,0,0
2326098,The How of Happiness: A Scientific Approach to Getting the Life You Want,Sonja Lyubomirsky,"Lyubomirsky, Sonja",,159420148X,9.78159E+12,0,3.9,"Penguin Press HC, The",Hardcover,384,2007,2007,,1/19/2021,to-read,to-read (#47),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar",316010669,9.78032E+12,2,3.95,Back Bay Books,Paperback,296,2007,2005,1/12/2021,7/1/2020,bussiness-self-development,bussiness-self-development (#22),read,,,,1,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,618871713,9.78062E+12,2,4.08,Mariner Books,Paperback,232,2007,2006,1/10/2021,1/8/2021,,,read,,,,1,0
11557023,Stargazing Dog,Takashi  Murakami,"Murakami, Takashi",村上たかし,1561636126,9.78156E+12,0,4.33,NBM Publishing,Paperback,128,2011,2008,,1/10/2021,to-read,to-read (#46),to-read,,,,0,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,1250153271,9.78125E+12,0,3.99,Square Fish,Paperback,218,2017,1962,,1/7/2021,to-read,to-read (#45),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,,9.78194E+12,0,3.99,Zola Books,ebook,537,2013,2004,,1/7/2021,to-read,to-read (#44),to-read,,,,0,0
26025704,The Gods Lie,Kaori Ozaki,"Ozaki, Kaori",,1942993366,9.78194E+12,3,4.06,Vertical Comics,Paperback,214,2016,2013,1/6/2021,1/5/2021,manga,manga (#1),read,,,,1,0
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,1942788762,9.78194E+12,0,4.11,It Revolution Press,Hardcover,345,2019,2019,,1/6/2021,to-read,to-read (#43),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9.78031E+12,4,4.24,Crown Publishers,Hardcover,374,2011,2011,1/6/2021,12/25/2020,,,read,,,,1,0
6486483,Emotional Intelligence 2.0,Travis Bradberry,"Bradberry, Travis","Jean Greaves, Patrick Lencioni",974320625,9.78097E+12,0,3.84,Talentsmart,Hardcover,255,2009,2003,,1/5/2021,to-read,to-read (#42),to-read,,,,0,0
25179,Blankets,Craig Thompson,"Thompson, Craig",,1891830430,9.78189E+12,3,4.05,Top Shelf Productions,Paperback,592,2003,2003,1/4/2021,1/3/2021,graphic-novels,graphic-novels (#17),read,,,,1,0
68811,Momo,Michael Ende,"Ende, Michael",,3522168577,9.78352E+12,3,4.33,Thienemann,Paperback,304,1999,1973,1/2/2021,11/10/2020,,,read,,,,1,0
303615,"The General Theory of Employment, Interest, and Money",John Maynard Keynes,"Keynes, John Maynard",,1573921394,9.78157E+12,0,3.85,Prometheus Books,Paperback,403,1997,1935,,12/30/2020,to-read,to-read (#41),to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu",140447571,9.78014E+12,0,3.62,Penguin Classics,Paperback,288,2002,1848,,12/30/2020,to-read,to-read (#40),to-read,,,,0,0
51807232,"Troubled Blood (Cormoran Strike, #5)",Robert Galbraith,"Galbraith, Robert",,751579939,9.78075E+12,3,4.36,Sphere,Hardcover,944,2020,2020,12/28/2020,12/18/2020,,,read,,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,765304740,9.78077E+12,3,3.77,Tor Books,Paperback,370,2002,1996,12/12/2020,12/9/2020,,,read,,,,1,0
313605,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton",140157352,9.78014E+12,4,3.94,Penguin Group,Paperback,224,1991,1981,12/12/2020,7/1/2020,bussiness-self-development,bussiness-self-development (#21),read,,,,1,0
34517195,"El cuento de la criada (El cuento de la criada, #1)",Margaret Atwood,"Atwood, Margaret",Elsa Mateo,,,0,4.13,Salamandra,Paperback,416,2017,1985,,12/6/2020,to-read,to-read (#39),to-read,,,,0,0
8964259,Cuba: My Revolution,Inverna Lockpez,"Lockpez, Inverna","Dean Haspiel, José Villarrubia",140122217X,9.7814E+12,3,3.56,Vertigo,Hardcover,144,2010,2010,12/1/2020,11/29/2020,graphic-novels,graphic-novels (#16),read,,,,1,0
608883,"Town of Evening Calm, Country of Cherry Blossoms",Fumiyo Kouno,"Kouno, Fumiyo",,867196653,9.78087E+12,0,4.03,Last Gasp,Paperback,103,2007,2004,,11/29/2020,to-read,to-read (#38),to-read,,,,0,0
48889983,Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom,"Bergstrom, Carl T.",Jevin West,525509186,9.78053E+12,3,4.15,Random House,Hardcover,336,2020,2020,11/29/2020,11/19/2020,bussiness-self-development,bussiness-self-development (#20),read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,312861877,9.78031E+12,3,3.81,Tor Books,Mass Market Paperback,592,1996,1991,11/28/2020,11/10/2020,,,read,,,,1,0
12994251,Los pilares de la tierra I (Parte 1 de 3),Ken Follett,"Follett, Ken",Rosalía Vázquez,8467436530,9.78847E+12,0,4.43,Planeta DeAgostini,Hardcover,468,2007,,,7/25/2020,to-read,to-read (#12),to-read,,,,0,0
23878688,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"Chapman, Gary",,,,3,4.26,Northfield Publishing,Kindle Edition,232,2014,1990,11/16/2020,11/15/2020,bussiness-self-development,bussiness-self-development (#19),read,,,,1,0
26126144,Critical Business Skills for Success,Clinton O. Longenecker,"Longenecker, Clinton O.",Thomas J. Goldsby,,,4,4.25,The Great Courses,Audible Audio,990,2015,2015,11/15/2020,10/31/2020,bussiness-self-development,bussiness-self-development (#18),read,,,,1,0
210946,Shenzhen: A Travelogue from China,Guy Delisle,"Delisle, Guy",,224079913,9.78022E+12,3,3.74,Jonathan Cape,Hardcover,152,2006,2000,11/10/2020,11/9/2020,graphic-novels,graphic-novels (#15),read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,812550757,9.78081E+12,4,4.09,Tor Books,Paperback,382,1994,1986,11/8/2020,10/31/2020,,,read,,,,1,0
26088,Superman: Secret Identity,Kurt Busiek,"Busiek, Kurt",Stuart Immonen,1401204511,9.7814E+12,3,4.26,DC Comics,Paperback,208,2013,2004,10/31/2020,10/27/2020,graphic-novels,graphic-novels (#14),read,,,,1,0
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,812550706,9.78081E+12,4,4.31,Tor,Mass Market Paperback,324,2004,1985,10/25/2020,10/17/2020,,,read,,,,1,0
7024305,El libro del cementerio,Neil Gaiman,"Gaiman, Neil",,8499180302,9.7885E+12,0,4.15,Roca Editorial,Hardcover,293,2009,2008,,10/24/2020,to-read,to-read (#37),to-read,,,,0,0
18465566,This One Summer,Mariko Tamaki,"Tamaki, Mariko",Jillian Tamaki,1626720940,9.78163E+12,0,3.69,First Second,Hardcover,320,2014,2014,,10/23/2020,to-read,to-read (#36),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9.7815E+12,0,4.47,Atria Books,Hardcover,389,2017,2017,,10/21/2020,to-read,to-read (#35),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,,,0,4.11,Broadway Books,Paperback,415,2014,2012,,10/21/2020,to-read,to-read (#34),to-read,,,,0,0
34812028,Dónde están los paraguas,Afonso Cruz,"Cruz, Afonso",,,9.78958E+12,0,4.44,Panamericana Editorial,Paperback,616,2017,2013,,10/21/2020,to-read,to-read (#33),to-read,,,,0,0
792606,The Rise of the Meritocracy,Michael Young,"Young, Michael",,1560007044,9.78156E+12,0,3.82,Routledge,Paperback,198,1994,1958,,10/20/2020,to-read,to-read (#32),to-read,,,,0,0
762,Crónica de una muerte anunciada,Gabriel García Márquez,"Márquez, Gabriel García",,1400034957,9.7814E+12,0,3.97,Vintage Espanol,ebook,118,2003,1981,,10/19/2020,to-read,to-read (#31),to-read,,,,0,0
80834,Pyongyang: A Journey in North Korea,Guy Delisle,"Delisle, Guy",,1897299214,9.7819E+12,3,3.9,Drawn and Quarterly,Paperback,192,2007,2003,10/17/2020,10/12/2020,graphic-novels,graphic-novels (#13),read,,,,1,0
215636,Favor por favor,Catherine Ryan Hyde,"Hyde, Catherine Ryan",Juanjo Estrella,849561801X,9.7885E+12,0,4.18,Umbriel,Paperback,304,2000,1999,,10/16/2020,to-read,to-read (#30),to-read,,,,0,0
15995136,La lección de August,R.J. Palacio,"Palacio, R.J.",Diego de los Santos Domingo,841559402X,9.78842E+12,0,4.39,Nube de tinta,Paperback,414,2012,2012,,10/16/2020,to-read,to-read (#29),to-read,,,,0,0
